,Unnamed: 0,Unnamed: 0.1,Wv_lbounds,Wv_ubounds,Minflux,MinWvl,Maxflux,Gauss_amp,Gauss_mu,Gauss_sig
37,37,37,4477.70002859474,4477.9066482237,0.888729166014653,4477.81923222683,0.9996245495001159,0.10987179468010287,4477.817246103599,0.039161692637368135
38,38,38,4477.92254204131,4478.09737403504,0.9602478893278108,4477.986117311761,1.00069572125357,0.04126007323561741,4477.976808025298,0.05397941188397305
39,39,39,4478.11326785265,4478.3596220256395,0.9117674339234828,4478.23247148475,1.00096842358091,0.08776281392474737,4478.234366610534,0.04753445143456166
40,40,40,4478.6457107426595,4478.93974636849,0.7219136860476829,4478.78080819237,1.0179569922207,0.27551889222143033,4478.782955489957,0.03827273637972402
41,41,41,4478.9556401861,4479.23378199431,0.8154417727160759,4479.082790727,1.00662185166532,0.17929655988186466,4479.089321809854,0.0478726689002178
42,42,42,4479.24967581193,4479.49602998491,0.853336816165341,4479.38477326163,0.987520956988468,0.14434813996715415,4479.381294265361,0.05065318376379308
43,43,43,4479.51192380253,4479.67086197865,0.9501695707212621,4479.57549907297,0.9839163422886321,0.048368110644497496,4479.589843817484,0.049004151110308806
44,44,44,4479.686755796261,4479.89337542522,0.9517499030275188,4479.75033106671,1.01519864161396,0.04803898015313662,4479.750560087679,0.03224749744543212
45,45,45,4479.909269242829,4480.2430394126895,0.7193820166252479,4480.139729598212,1.01571586690101,0.28401660654771893,4480.142342593197,0.04017092940116694
46,46,46,4480.25098632149,4480.58224050384,0.34240136340205296,4480.37415542473,0.9917315275977521,0.6243842966537283,4480.39360717554,0.06598143752077498
47,47,47,4480.58994735863,4480.80573929252,0.45357693425311896,4480.7286707447,0.991180216576266,0.5455164458203459,4480.727110671607,0.042863356469780435
48,48,48,4480.82115300208,4480.97529009772,0.34886404322356396,4480.90592840468,0.808574646914967,0.6314864341907761,4480.897806994969,0.04141610139638254
49,49,49,4480.99070380728,4481.19878888639,0.612269163562536,4481.02923808119,0.9836686672484259,0.35618831358424974,4481.032640619482,0.053424176161740645
50,50,50,4481.21420259596,4481.468528803761,0.541512612391878,4481.34521912725,0.9866300913655061,0.4482100289828594,4481.348947916113,0.04866274078721995
51,51,51,4481.4839425133205,4481.692027592429,0.587681656125738,4481.58413162549,0.9259724608968221,0.39312938911828055,4481.585155437221,0.049892844033682666
52,52,52,4481.707441302,4481.95406065502,0.45387697804300703,4481.89240581676,0.9089855680463779,0.45193938543096834,4481.87043611145,0.0747649871819222
53,53,53,4481.9617675098,4482.24692113673,0.3496251739230949,4482.03112920283,0.9128753679493792,0.6056014267420123,4482.063498867543,0.08172636539682368
54,54,54,4482.262334846289,4482.57831589235,0.416307102804574,4482.37793766802,0.9847921483850072,0.5702307542936171,4482.374036811713,0.04650568921355936
55,55,55,4482.59372960191,4483.31817395141,0.12250219148258,4482.95595177666,0.985394765948713,0.933011974864666,4482.983068539552,0.09592901357526908
56,56,56,4483.333587660971,4483.587913868771,0.327832627059304,4483.49543161139,0.9611522186775509,0.5809888639363706,4483.510427746166,0.07877640112859079
57,57,57,4484.01949773656,4484.16592797741,0.9858589062834481,4484.11197999394,1.0084333267573,0.01383262124221063,4484.109891246001,0.01778255190998865
58,58,58,4484.18134168697,4484.42988523779,0.96587299952266,4484.312358218271,1.00175578977078,0.034038947909074455,4484.31481704717,0.052941307224020184
59,59,59,4484.44480969069,4484.60151644615,0.783247643745127,4484.5418186345505,0.9933578004462141,0.2153761770035356,4484.540838125501,0.03492656315571457
60,60,60,4484.6089786726,4484.788072107411,0.801554839694126,4484.6686764842,0.9905290068075079,0.19665986136321673,4484.668023375388,0.04317202370276592
61,61,61,4484.79553433386,4485.168645656389,0.227764482390144,4484.989552221579,0.9910307332598579,0.7641531019594464,4484.986062083431,0.05465284168720159
62,62,62,4485.18357010929,4485.377587997,0.9361946715698248,4485.26565460025,0.984823479252978,0.05819803782487406,4485.27119861167,0.05473671803967231
63,63,63,4485.51937029956,4485.661152602121,1.00279208348397,4485.57160588472,1.0193403695755698,0.0,4485.58901774644,0.028356460512077318
64,64,64,4485.683539281479,4485.90740607499,0.9841238868820552,4485.84770826339,1.01831582090432,0.016608230446940493,4485.846922314518,0.02115344279859577
65,65,65,4485.91486830144,4486.0417261511,0.992409991560553,4485.95217943369,1.01283943612487,0.008028359835428635,4485.955228083246,0.01725817352085796
66,66,66,4486.06411283045,4486.60885536134,0.300789732125781,4486.44468637943,1.01103343758543,0.686709987652529,4486.441159407378,0.05103192456365343
67,67,67,4486.62377981424,4486.87003328711,0.7347397503440308,4486.735713211,1.0118605187126701,0.26817664980260814,4486.733331310549,0.036371055758358785
68,68,68,4486.8774955135605,4486.99689113677,0.9923417527374259,4486.95958000452,1.0117838924584,0.007527666755447155,4486.968138438926,0.0216201906566303
69,69,69,4487.004353363221,4487.19090902448,0.989803342955174,4487.04912672192,1.02135714891943,0.010406015925106744,4487.049098894138,0.021576980304983086
70,70,70,4487.20583347738,4487.414775818,0.980239601032995,4487.35507800639,1.02217079994847,0.0178082804426703,4487.388075593019,0.05606242257508944
71,71,71,4487.57148257346,4487.86250940503,0.812113788682021,4487.68341597022,1.00591917238229,0.1909646650206143,4487.703674550584,0.05490880748095433
72,72,72,4487.87743385793,4488.07145174564,0.821051527138457,4488.01921616049,0.9963011601631039,0.15640808364464348,4488.030967022357,0.06298569382092377
73,73,73,4488.20577182175,4488.35200071102,0.9318305129817328,4488.25800740691,1.00959701380556,0.06487432056672619,4488.205772312906,0.06878967816762309
74,74,74,4488.36642197796,4488.690900483929,0.786606604697953,4488.50342401381,1.01002624408565,0.19362991237506832,4488.511409197889,0.055747968813103205
75,75,75,4488.70532175087,4488.98653645605,0.4282789327104369,4488.89279822099,0.9747661509762441,0.5374536425160025,4488.880597498275,0.06382259505747839
76,76,76,4489.000957722979,4489.303804328561,0.466594844249239,4489.0874853245705,1.0188471557896701,0.5340441433369866,4489.0901065907765,0.04334755530027163
77,77,77,4489.48407016521,4489.76528487039,0.447830061750445,4489.67154663533,1.01059735009802,0.5504799649081905,4489.669031316578,0.043424009200361956
78,78,78,4489.77249550386,4490.11860591024,0.355046458906781,4489.93834007358,0.965343820808478,0.6479982907092551,4489.911158173151,0.07173670543913428
79,79,79,4490.13302717717,4490.33492491422,0.755839814526305,4490.22676541223,0.974532492940871,0.23603406160206536,4490.229870594212,0.04286144346058466
80,80,80,4490.34934618116,4490.6810353206,0.18157491143301896,4490.507980117411,0.9946573773414608,0.8241762333671965,4490.5075671064515,0.05030463605784283
81,81,81,4490.69545658753,4491.1353052289705,0.269055208092919,4490.84687989032,1.01270727716184,0.7247792680423607,4490.847837828504,0.049384312957371106
82,82,82,4491.15693712937,4491.4093093006795,0.6758077276841999,4491.30836043216,1.0130814454164498,0.3193889081669355,4491.320284133582,0.053650445024974375
83,83,83,4491.423730567621,4491.74820907359,0.30563797714326,4491.539100703079,1.00904290546975,0.7010105596727889,4491.540804535228,0.05757635084693514
84,84,84,4491.7626303405295,4491.99337061145,0.983037670249883,4491.85636857559,1.0090177744644,0.015675322327758152,4491.870264285791,0.03650895064350302
85,85,85,4492.007791878379,4492.31784911742,0.333193807826375,4492.166425814629,1.00584594794165,0.6653363498682477,4492.173792977748,0.0523374606783562
86,86,86,4492.33019155026,4492.51789970437,0.697843861680174,4492.42056955039,0.9764998812124028,0.3004028329642652,4492.420863762156,0.0396719041111257
87,87,87,4492.531804012079,4492.7195121662,0.842618918121706,4492.6082777045,1.0009487562272,0.15793723437664148,4492.611566198823,0.03610064190906848
88,88,88,4492.93502893574,4493.192258628421,0.666010478430707,4493.06711985901,1.01293977401887,0.3342044204072475,4493.070761908725,0.03898860293599128
89,89,89,4493.20616293613,4493.33130170554,0.9024335409363841,4493.303493090109,0.996910140748637,0.09724432275000948,4493.301273348051,0.040748391834215206
90,90,90,4493.34520601325,4493.61634001364,0.557814443527764,4493.44253616724,1.02132201709409,0.438860601072944,4493.4448968859515,0.04161446431418929
91,91,91,4494.0404213988595,4494.18641662984,0.8841854778679591,4494.14470370671,1.010037162242,0.1190206199076438,4494.142655864577,0.03394797352850929
92,92,92,4494.200320937561,4494.40888555324,0.5981129457825172,4494.29069893769,0.9823003211838259,0.39949405810563976,4494.28778170139,0.03975086013718367
93,93,93,4494.42278986095,4494.56183293807,0.946874485208817,4494.50621570723,0.979407385792027,0.04936826147411181,4494.504125467454,0.05656404827497915
94,94,94,4494.58268939964,4494.89553632317,0.535119972649345,4494.8121104769,0.95324217472203,0.42062522456279444,4494.789566879358,0.08897778724023196
95,95,95,4494.9094406308795,4495.048483708,0.7612956864542049,4494.95810570787,0.862822232340524,0.16245346085617168,4495.013200697635,0.11763335848666653
96,96,96,4495.06238801572,4495.6672254012,0.12571415878949802,4495.33352201611,0.9380625025644359,0.8307706226203319,4495.3250967249305,0.09561382200391683
97,97,97,4495.674177555061,4495.91750294002,0.8603551768939692,4495.76455555519,0.9806068777916519,0.1080770651494367,4495.739510673681,0.09773630169818774
98,98,98,4495.931407247729,4496.07045032486,0.8852957497943829,4496.03568955558,0.981735501964298,0.10611268803183294,4496.028037975647,0.04305105854858242
99,99,99,4496.0843546325705,4496.251206325121,0.6887615560557281,4496.18168478655,0.904118888888802,0.31812211701374676,4496.179797795681,0.0471514989249716
100,100,100,4496.265110632829,4496.56831243747,0.634781097652601,4496.33336623672,0.994918686021432,0.35197527452671756,4496.337643323841,0.04283886027287589
101,101,101,4496.5764140306,4496.81136023134,0.452005670903017,4496.72224270692,0.9953432898168841,0.5465036891518354,4496.718383871055,0.04162461600651958
102,102,102,4496.8275634176,4497.13542395651,0.49331817580960297,4496.91668094202,0.9846356013645121,0.47476618259685716,4496.9276762157615,0.06117250689355365
103,103,103,4497.15162714277,4497.459487681671,0.9239418571344159,4497.32176059848,0.983723738748302,0.08343789008068545,4497.311686672734,0.07263995045883902
104,104,104,4497.47569086793,4497.92127849004,0.200234230380689,4497.62151954426,1.01147602086954,0.739455174849561,4497.642377458976,0.07404546972417661
105,105,105,4498.08331035262,4498.23724062207,0.9804142568302401,4498.18052947017,1.00302684341188,0.020068245747083463,4498.179733731983,0.03793896698386264
106,106,106,4498.2453422152,4498.79625054799,0.6484310396714289,4498.4316788571705,0.9909155934869001,0.3308532848360814,4498.441549587082,0.06807687026027234
107,107,107,4498.95018081744,4499.15272064567,0.9486988133729399,4499.04739993499,1.01179036714291,0.05231667630013886,4499.041519063783,0.03627194502555157
108,108,108,4499.1689238319295,4499.37146366016,0.9376156103960942,4499.33905728764,1.01291201448573,0.06400612334497786,4499.330073288923,0.04990705198192181
109,109,109,4499.38766684641,4499.557800302129,0.665741880246034,4499.49298755709,0.9491099537345359,0.3334185691767045,4499.49040025591,0.03914904620195133
110,110,110,4499.57400348839,4499.7765433166105,0.39299207172719397,4499.65501941968,0.9344862962801148,0.5982972765387093,4499.659570780508,0.04443658332555558
111,111,111,4499.78464490974,4500.10060704178,0.4873977698096401,4499.898067213549,0.994210680461486,0.4975988723920692,4499.901375520759,0.048271632668019475
112,112,112,4500.18162297307,4500.3507625379,0.977385341275001,4500.23833412498,1.01725304442685,0.02150045794267259,4500.226283369348,0.03228109433275279
113,113,113,4500.819797827739,4501.22913771705,0.5755284618618989,4501.05005151548,1.01261423243999,0.4157321793301882,4501.064088672952,0.060550768160732474
114,114,114,4501.24619354577,4501.5873101202005,0.8065263628282379,4501.39969600427,1.00231964635235,0.18943428958182687,4501.398802324293,0.04366598038253002
115,115,115,4501.60436594893,4501.91137086591,0.62568167046534,4501.86020337975,1.0018254992003799,0.34434847620056197,4501.8509555416595,0.04426845696013133
116,116,116,4501.92842669463,4502.30365492651,0.149953504904287,4502.03928958132,0.9738575439024879,0.8358398903811239,4502.040992794565,0.06818839461991012
117,117,117,4502.32071075523,4502.6532994153,0.728212097467427,4502.53390861425,0.975467602130627,0.26172078720898767,4502.509677053265,0.08403749233202186
118,118,118,4502.67035524402,4502.83238561687,0.913895240413113,4502.7385785589,0.973440441538853,0.08258188859813105,4502.752620952824,0.04306379379847425
119,119,119,4502.84944144559,4503.11380679078,0.3783418597111871,4502.9773601609995,0.975910982900313,0.6183070301746615,4502.981314424483,0.0444534159746283
120,120,120,4503.1308626195005,4503.25878133491,0.8893812373998969,4503.19908593438,0.963528159468889,0.1060392511934672,4503.195760011099,0.044386224424815
121,121,121,4503.26730924927,4503.48050710829,0.6375412299683361,4503.36111630724,1.00068837880847,0.36217380061375076,4503.358290384825,0.037997852880485954
122,122,122,4503.49756293701,4503.67664913859,0.99072260427661,4503.540202508812,1.01536351805868,0.009525062400597202,4503.539676700749,0.01766149932811082
123,123,123,4503.70223288167,4503.872791168878,0.975422613194117,4503.82162368272,1.01626537320355,0.0263069523301162,4503.819527558613,0.02766015901376279
124,124,124,4503.8898469976,4504.026293627379,0.9705019350833308,4503.96659822685,0.9902659573753579,0.027970272842970524,4503.970983853328,0.05387088943668994
125,125,125,4504.0433494561,4504.24801940075,0.9761469157704179,4504.103044856621,1.01873148663773,0.02229359857686612,4504.097483190504,0.03114287796611124
126,126,126,4504.3555243293795,4504.58772233883,0.858038078986399,4504.52967283647,1.01756352012131,0.14013058829232303,4504.5669375728385,0.07210947035375445
127,127,127,4504.86967706459,4505.11846064615,0.9860053034746559,4504.97748328327,1.02134571955746,0.015126660855249994,4504.977553907397,0.017140518930243976
128,128,128,4505.15163179036,4505.3506586556,0.996700435940947,4505.31748751139,1.01363280266535,0.003555225913749941,4505.309603723949,0.013931682998798933
129,129,129,4505.3672442277,4505.72383402793,0.49749923033277504,4505.5994422371505,1.00120752295103,0.45085636624342895,4505.582447962302,0.06052468838252832
130,130,130,4505.74041960003,4505.88968974896,0.97577564271501,4505.80676188845,1.00068271815789,0.02506849530039941,4505.809833889443,0.03127255311287159
131,131,131,4505.906275321071,4506.08042382815,0.962256149582785,4506.00578875369,0.9980283585724008,0.03373099641493836,4506.024175347302,0.0604608671275139
132,132,132,4506.33750019576,4506.62774770757,0.91494557832521,4506.54481984705,1.00329937749927,0.08028809908233021,4506.541124595371,0.044437702677381195
133,133,133,4506.64433327968,4506.7521394983505,0.9786582722256392,4506.68579720994,1.00109044834408,0.02131184805301927,4506.684001081255,0.02489079580548866
134,134,134,4506.76872507045,4506.95945914964,0.9595553053721708,4506.87653128913,1.00113906487124,0.041350081893137346,4506.8819007643915,0.0538110959172535
135,135,135,4506.9760447217495,4507.2414138754,0.8508202493668809,4507.08385094042,1.00137838102773,0.1450807891095369,4507.08794360368,0.04577425409837267
136,136,136,4507.25799944751,4507.42385516854,0.884184001403572,4507.374098452229,1.00254871378709,0.1093066034995156,4507.368216837429,0.036626024428853945
137,137,137,4507.54824695932,4507.73068825246,0.82374160760822,4507.59800367563,1.00255604841041,0.173762404977978,4507.557917628245,0.07398089860411214
138,138,138,4507.74727382456,4508.054106908479,0.8510643541387459,4507.97947183401,1.0021567286267201,0.1346472120194288,4507.969832947226,0.050468593200650336
139,139,139,4508.07069248058,4508.37368417139,0.871028323489557,4508.16191312715,1.01074060721752,0.1332554270876614,4508.160287335201,0.040423295176100764
140,140,140,4508.68792544519,4508.889362159161,0.9046615222864001,4508.79267253646,0.9602194173341508,0.0800845711460717,4508.723614409503,0.17312119199462678
141,141,141,4508.90547709628,4509.308350524229,0.276184541446367,4509.05051153034,1.00007243497073,0.719804956094148,4509.051525325324,0.051519085459698834
142,142,142,4509.32446546134,4509.63064926658,0.7941875025864791,4509.4533849582895,1.00653905141668,0.20120043683073244,4509.457114757844,0.042735748005243844
143,143,143,4509.75151129497,4510.13021231724,0.7803952925419549,4510.04963763165,1.01634817207924,0.21779540063782865,4510.053136871005,0.04623842009165044
144,144,144,4510.14632725435,4510.339706499771,0.8069585993954499,4510.21078700282,1.00081134106039,0.19073374760191783,4510.212743178256,0.04131957036174982
145,145,145,4510.3558214368795,4510.67006271068,0.529463471602341,4510.50085587095,1.00224842420504,0.46623668750418107,4510.501701864047,0.042375781755544524
146,146,146,4510.6861776478,4510.88761436177,0.964513444529033,4510.78286727051,1.00300725463178,0.03663039526969893,4510.781665440188,0.03782033340930866
147,147,147,4511.42746475522,4511.70947615478,0.8514891006871279,4511.5886141264,1.0221558211439399,0.14937842848158345,4511.594393441784,0.035561773587464166
148,148,148,4511.8625680574,4512.03177489714,0.8750840557389241,4511.92702780587,0.9926126020580558,0.11741666933372912,4511.8871103588945,0.07515543470031302
149,149,149,4512.0398323657,4512.18486679976,0.9855496118188042,4512.08011970849,1.01203878745242,0.01440614861954477,4512.081788601531,0.02312063970080348
150,150,150,4512.20098173688,4512.46853543999,0.946748908894994,4512.32184376526,1.01218903034741,0.055462613093034685,4512.343545202976,0.046682950651744375
151,151,151,4512.48417025074,4512.78123165509,0.546041463270968,4512.65615316905,1.00489377237974,0.4467495848493324,4512.656078541218,0.043554346237553006
152,152,152,4512.79686646584,4512.906310141129,0.979625404066788,4512.82813608735,1.0000479799692101,0.021421809127822145,4512.8268072243245,0.03302107123832075
153,153,153,4512.91412754651,4513.17991932934,0.7110945703918911,4513.03920603255,1.00394157812811,0.28850188592207765,4513.038421108634,0.04056350012098725
154,154,154,4513.1955541401,4513.64114624662,0.33256663453665397,4513.5004329498215,1.00323222946661,0.6644066860383425,4513.50431435053,0.04477049517297674
155,155,155,4513.6567810573715,4513.8913032187,0.726822369762146,4513.75840732728,1.0055452370323799,0.27255106577782723,4513.758935375163,0.039566937184311535
156,156,156,4514.00856429936,4514.282173487571,0.780318572562612,4514.196182028421,0.9780061577159308,0.20126252196649197,4514.192164483255,0.05145081003779075
157,157,157,4514.297808298329,4514.3994345682395,0.917043553763553,4514.3525301359705,0.938957119845252,0.0833094639629025,4514.349171951233,0.03598771007226984
158,158,158,4514.41506937899,4514.57141748654,0.849283001711429,4514.47760862201,0.962059971825888,0.14489111236195315,4514.4824825393325,0.037224130948115726
159,159,159,4514.5870522973,4514.78248743174,0.9457430397619208,4514.64177413494,0.9979454387276361,0.05480277381620334,4514.650443375034,0.06019110077764721
160,160,160,4514.79812224249,4515.05609661995,0.392156479842006,4514.95447035004,0.9984868310140121,0.5988820179381514,4514.954051588763,0.04403185228926391
161,161,161,4515.0717314307,4515.42351467269,0.452547504187668,4515.2124447275,0.997850696998568,0.5752817209307942,4515.214928746035,0.07091681398443499
162,162,162,4515.43914948345,4515.64240202326,0.9586785832445708,4515.54859315873,0.9982488988391779,0.04109975074620273,4515.54843446275,0.044199431002553205
163,163,163,4515.77529791468,4515.98636785987,0.7327330887379359,4515.93164602223,0.9955002664032728,0.25723479603311245,4515.92538395108,0.03933427472021374
164,164,164,4516.00200267063,4516.2912466696,0.30792814915891,4516.103628940539,0.927068794886736,0.6656395317550041,4516.110581287263,0.056196654942879884
165,165,165,4516.30688148035,4516.48695355136,0.9169334222632192,4516.35059207165,0.9971198074703091,0.08602264632389282,4516.306881480351,0.09040296582176921
166,166,166,4516.50210482688,4516.7369495975,0.9486257690004659,4516.63089066883,0.996076502541592,0.049377074354845375,4516.630661297866,0.04506078853824678
167,167,167,4516.9263405415395,4517.16876094992,0.827447792981279,4517.03997510797,1.00148628644073,0.16342765441065196,4517.044630544314,0.039041442999003965
168,168,168,4517.1763365876795,4517.28997115411,0.964768459151448,4517.21421477649,0.985827085915391,0.03179866947126283,4517.185298412982,0.06825305357763144
169,169,169,4517.30512242963,4517.60057230234,0.8250789151113531,4517.4263326338205,0.986325498404225,0.1708278961792276,4517.434662375985,0.05667777802945324
170,170,170,4517.7672363331,4518.10056439462,0.611833910697289,4517.91117345058,1.0061837127798,0.3832676635936648,4517.907838879369,0.050611781856221096
171,171,171,4518.11571567015,4518.47934628271,0.3409450213627899,4518.29753097643,1.00737035145139,0.6442413367946452,4518.305756579999,0.053320709081229156
172,172,172,4518.494497558239,4518.646010313471,0.9562520013205452,4518.59298084914,0.9869535481541399,0.029296449749866733,4518.564469462816,0.14558347286606707
173,173,173,4518.661161589001,4518.95661146171,0.298360558914923,4518.797523068711,1.0075140215107299,0.7013365322258599,4518.7942310299095,0.04523973972085929
174,174,174,4518.971762737229,4519.25963697218,0.47111815052149103,4519.100548579179,1.00921552366113,0.5036369923931661,4519.113659604647,0.05217279685568358
175,175,175,4519.274788247701,4519.403574089651,0.732944098985501,4519.35054462532,0.937759144340354,0.24590647301220386,4519.350790280871,0.05054733942610267
176,176,176,4519.41872536518,4519.60054067146,0.7890148794190269,4519.45660355399,1.00853862339644,0.20617545865633233,4519.457521297815,0.03721519542505995
177,177,177,4519.62326758475,4519.91114181969,0.9957140846296659,4519.71417523789,1.01131151990569,0.004226556578180651,4519.717092419282,0.01269058264514319
178,178,178,4519.93386873298,4520.15356222807,0.989488684274386,4520.04750329941,1.0139124036802398,0.010629963581184029,4520.053400156705,0.01870138038568267
179,179,179,4520.28992370778,4520.4877540832895,0.955068423243985,4520.3998707946,1.01178899146785,0.046624282894836416,4520.399925498609,0.03329014717374056
180,180,180,4520.49507769068,4520.634226231121,0.968911677297854,4520.59028458677,0.9990155992575541,0.031135426413412604,4520.586379083524,0.03212279274710785
181,181,181,4520.64154983851,4520.85393445286,0.539819363129638,4520.75140394938,0.9831402331319441,0.4534241027101267,4520.756971004744,0.04116166814740863
182,182,182,4520.86858166764,4521.16152596329,0.30493678808325,4520.99308299329,0.9846417480811008,0.689067002475082,4520.992210618399,0.05096796769880663
183,183,183,4521.17617317807,4521.45447025894,0.891827861092663,4521.28602728894,1.00281444043412,0.10373564256830758,4521.28694150082,0.04990735013564747
184,184,184,4521.46911747373,4521.703472910251,0.9759112658967641,4521.5643243698105,1.0033301960713301,0.023042407765157164,4521.577655415244,0.051505293645807394
185,185,185,4521.75473816199,4522.03303524286,0.8298035082105241,4521.89388670242,1.01330440787338,0.16855381474049588,4521.894448630284,0.03796506653845629
186,186,186,4522.45780447155,4522.7068071228605,0.9635617787312593,4522.626247441551,1.01094888616098,0.036730346874515346,4522.6257928296145,0.0341486367808499
187,187,187,4522.721454337639,4522.99242781112,0.969702750198181,4522.80201401894,1.0194717244339102,0.03128116761715148,4522.8136174716965,0.04370125909201258
188,188,188,4523.0070750259,4523.1828416032895,0.887540169070427,4523.13157635155,1.01969162239837,0.1071348457021152,4523.128533774571,0.030613656116206554
