,Unnamed: 0,Maxflux,MinWvl,Minflux,Wv_lbounds,Wv_ubounds,Gauss_amp,Gauss_mu,Gauss_sig
117,117,1.0074459230567268,4507.377369266501,0.8896271655289097,4507.261619955776,4507.435207592056,0.10642452782251531,4507.369736098063,0.03744072633892131
118,118,1.0111328627973473,4507.592075299015,0.8233182522774671,4507.542557392632,4507.732279504,0.17209946419138336,4507.55744022557,0.0721456791223469
119,119,1.002615230223544,4507.97935079273,0.8513690716249532,4507.757006614017,4508.061609256704,0.1362856523831752,4507.971017616308,0.04674100458151854
120,120,1.0124683318395555,4508.1520366387595,0.8731472469341103,4508.069832391933,4508.316297334462,0.13153531144325728,4508.159373330522,0.03988257199902759
121,121,0.9595225307967112,4508.791540021533,0.9092900340341312,4508.693349695189,4508.897833012948,0.07642142854387692,4508.721658821053,0.16931381021700728
122,122,1.00367499180831,4509.053034975213,0.2734143209468705,4508.897833012948,4509.305878786102,0.7227257187612403,4509.0513666683455,0.05107677940481367
123,123,1.0087389423079696,4509.4524749943075,0.7933970906331991,4509.322175099521,4509.639561260281,0.2019485460106956,4509.457125751742,0.04172685898605254
124,124,1.0094415854603684,4510.04537685189,0.7811063455287087,4509.810152849648,4510.134492137078,0.21658108947302854,4510.0528466766855,0.04563639947614161
125,125,1.0080842976826887,4510.207360642627,0.8058180927898273,4510.142590593026,4510.344893149308,0.19213851604157814,4510.212111998314,0.039860519311262645
126,126,1.0063660472490337,4510.498438892431,0.5268789663094572,4510.35297889966,4510.667942307792,0.4688640996356248,4510.501095572295,0.04163424691281312
127,127,1.0058361361269559,4510.788884441433,0.9636003348462472,4510.676008531261,4510.893612203579,0.032574846710156,4510.78203306398,0.03540422662719292
128,128,1.0257845885972685,4511.5923638165195,0.8495634939404766,4511.456115710127,4511.7124660563895,0.14830705910724257,4511.594207242949,0.034862301723895185
129,129,0.9935203320953692,4511.9283746029605,0.8750206142839191,4511.8564444292715,4512.02422032699,0.11538588568708961,4511.8875802523,0.0735859204836441
130,130,1.0166682009551078,4512.327270827102,0.9489082544316548,4512.223674474889,4512.478533512946,0.05331060009525165,4512.342315629244,0.04609179451963341
131,131,1.0063448156470765,4512.653461271846,0.5440354682783974,4512.486489860932,4512.788472203723,0.450539112831952,4512.6557678861345,0.04290395036381112
132,132,1.0074669935085456,4513.042231070251,0.7095600650531572,4512.915413552692,4513.192666117966,0.2898500420490249,4513.037858021767,0.039774086510953884
133,133,0.9935114301741668,4513.508801407506,0.32783867787495696,4513.295494846743,4513.642925012133,0.670148798964829,4513.503929298054,0.044061512330613686
134,134,1.007701077924526,4513.753275061103,0.7269703841371132,4513.6508102936405,4513.902884678386,0.27422080162642015,4513.758356359856,0.038775922256115015
135,135,0.9768118905396206,4514.193730524641,0.7765706333674942,4514.020874635764,4514.287917336488,0.20274901799600034,4514.1916518456455,0.04922384214074392
136,136,0.9455558420401372,4514.34282763882,0.9188710647690326,4514.295763109028,4514.397714364748,0.08162488101968256,4514.347388896574,0.03576516830685106
137,137,0.9675227294067296,4514.47608308485,0.851193221877912,4514.405553401269,4514.577890526349,0.14641926036590172,4514.481692844583,0.037980907561058694
138,138,1.0009917455587374,4514.6483250067295,0.94783517714174,4514.593545997882,4514.789077189482,0.05205499122757797,4514.652208857968,0.05469864352018908
139,139,0.9982194024161396,4514.953091367251,0.38814833597766496,4514.7968921910215,4515.062316526998,0.6035928845914695,4514.95340035756,0.04366823379336534
140,140,0.9968166604958076,4515.202610675173,0.4521279192891302,4515.070114724582,4515.4205371621365,0.5769804539288967,4515.214258826544,0.07042201795579142
141,141,1.0022849081068137,4515.5526663391165,0.9586568586171208,4515.436088958682,4515.645850639817,0.039766779196979074,4515.550097223238,0.04197706855372032
142,142,1.0038532114521694,4515.932734916565,0.7296365013604635,4515.7699891137045,4515.9946778210715,0.2595306857650702,4515.925467135442,0.03835495378316866
143,143,0.9331324113490088,4516.103004257074,0.30445753964311995,4516.002418531853,4516.296211288094,0.6673595242355971,4516.109836153366,0.055781155044079565
144,144,1.0019642880493351,4516.357974467372,0.9202380656384376,4516.303933357426,4516.481409128516,0.08394715282489398,4516.303933357427,0.0901813482187904
145,145,0.9985174763108255,4516.620127036374,0.9517565493939946,4516.504539519551,4516.73560718865,0.047631446750612566,4516.628947422632,0.04139647347822992
146,146,1.001843851141098,4516.8202244232925,0.9856329430424741,4516.750996432691,4516.904783961113,0.012325556279867174,4516.820571036529,0.027687816535513544
147,147,1.0044292882132562,4517.035353437489,0.8229593701165029,4516.927835642044,4517.165785215104,0.16786207399689942,4517.048582403323,0.043782269302270804
148,148,0.9916364182115188,4517.426235930349,0.8260264597908958,4517.296079358082,4517.602111258996,0.16906230909957032,4517.433362517207,0.05607096797414724
149,149,1.004555509857932,4517.915004387172,0.6122476630373521,4517.754841854447,4518.090180159421,0.3830755374930666,4517.907197271894,0.050002684445490844
150,150,1.0039868325474075,4518.295500882249,0.3378160924486189,4518.113010657152,4518.485304334737,0.6473601082062221,4518.305052611911,0.0529188202852168
151,151,0.9917731059682394,4518.583885033146,0.9553100960365852,4518.492890309185,4518.652086294963,0.04159681287067729,4518.589799214796,0.049699198316361236
152,152,1.012987994309709,4518.788373706756,0.29625128437166,4518.659661844028,4518.962295476587,0.7049987510034303,4518.79363663862,0.04483200834007966
153,153,1.0128097800156104,4519.098233534332,0.4694923404064486,4518.969851612741,4519.264171931444,0.5052312242263494,4519.112703102345,0.05153494215669216
154,154,0.94497451071806,4519.347055319635,0.7284251308768059,4519.271709148366,4519.407298228641,0.2492144947288994,4519.349220001521,0.047788458913159824
155,155,1.012069411500967,4519.4524605648685,0.7884794863532019,4519.414826465871,4519.602878868654,0.20671857120442336,4519.457477071876,0.03668104287460639
156,156,1.0219401715819585,4520.038024218378,0.9896990431972056,4519.970605684719,4520.142821588392,0.008755821072606558,4520.049346619482,0.017516095643563028
157,157,1.014170401112338,4520.382011605086,0.9578268490187658,4520.292371880619,4520.493965901458,0.0447407321351536,4520.396925226332,0.03014097788910689
158,158,0.9986443832190888,4520.590907281875,0.973089726979958,4520.5014257548355,4520.628171250382,0.0264172804056581,4520.586257172609,0.030890583211156137
159,159,0.9851484263432834,4520.754780763823,0.5370187133306992,4520.635622632461,4520.858945359141,0.45520598715399047,4520.756345820017,0.040580587129778675
160,160,0.9864574735146424,4520.992735866683,0.3040094431040095,4520.866382160812,4521.156050829709,0.6911914853480043,4520.991560681223,0.050509171703924695
161,161,1.0025513882300454,4521.282093048824,0.8945390856804551,4521.170886370222,4521.437604942597,0.10262845684226976,4521.2869281054645,0.04726248109845086
162,162,1.002072161124088,4521.570736144704,0.97674149055852,4521.467202790458,4521.629856784853,0.02139047096317883,4521.578485989262,0.04527584028064119
163,163,1.0125223351737591,4521.895528354389,0.8320739750840248,4521.762768503345,4522.02077327273,0.1682548164406178,4521.893809268611,0.03671681932023834
164,164,1.0133713024109203,4522.630320673935,0.9662423512034516,4522.461732714904,4522.71086228994,0.03380744900251267,4522.62543872128,0.031711496098748994
165,165,1.018611386335365,4522.813288034018,0.9682133512357652,4522.71818145129,4522.966755002427,0.030422478555580754,4522.810196713597,0.04109204719199042
166,166,1.0203834709473178,4523.127309099014,0.8830899932665229,4523.017864901231,4523.185636406982,0.10834142516037026,4523.128788006712,0.029815053092612825
167,167,0.9368809067976408,4523.40409793924,0.2423009171990696,4523.192925221001,4523.484095358934,0.7046682183847843,4523.383701688321,0.08491566471187506
168,168,1.0004879748972149,4523.564036384066,0.29171338736137103,4523.49136505499,4523.723749309193,0.6563547608916076,4523.575149430127,0.039810836597955035
169,169,1.0092414258893836,4523.83976258179,0.8466127257295547,4523.731003631078,4523.97013506235,0.1512793287857114,4523.83962678574,0.037606358914651715
170,170,1.0122338476310355,4524.172637044392,0.5110220087356763,4524.006322880644,4524.309841451058,0.49083257757214527,4524.1680793600435,0.04010639723166189
171,171,1.0116908001229543,4524.490117920164,0.968636662089037,4524.3747744389675,4524.583746926568,0.030966680600589495,4524.487958052636,0.03351376599302477
172,172,1.008280037035396,4524.684490388773,0.8822116742352347,4524.590945906563,4524.777956408485,0.11881982375652315,4524.691285410117,0.033766169772884914
173,173,0.990069797238246,4524.856981773482,0.9575161218466796,4524.78514285305,4524.900062852053,0.03859662466977403,4524.865784690758,0.04635418982904246
174,174,1.0189073033584402,4524.979001451015,0.9275417332371908,4524.9072414079,4525.136710288238,0.06986524817415801,4524.981107424169,0.034972411179592794
175,175,1.0122495686509188,4525.451454909817,0.7041911338170597,4525.308500382769,4525.551412843214,0.2865919479919659,4525.45874390753,0.04539266288355451
176,176,0.9100094650193604,4525.708306254917,0.5592448548206962,4525.558549222694,4525.786668958826,0.40593804183286,4525.700175366819,0.05321796274243846
177,177,0.9941464653158716,4525.9076648450955,0.2062849491486898,4525.793790064773,4526.284029608215,0.7486347316053877,4525.916826820901,0.07184534287536386
178,178,1.0055469235562706,4526.637901129229,0.7261761648458888,4526.496491028993,4526.750896304629,0.26656433084570724,4526.6379212450665,0.041533173495567094
179,179,0.9860365541817684,4526.86377338636,0.7466286496901603,4526.757954581592,4526.976532414783,0.24442889535121026,4526.86663861467,0.04191791745684136
180,180,0.9841108417446952,4527.208725246248,0.2446266616221093,4526.983575935237,4527.286011358044,0.7554739773644149,4527.239890381628,0.09569831181842398
181,181,0.9879938240554598,4527.699595218463,0.2991316874247704,4527.475477391309,4527.902295125618,0.6758547333304481,4527.694340428073,0.058086119419824216
182,182,0.9868869327027172,4528.083697370405,0.27867130099469056,4527.916260175609,4528.181246838603,0.6259066993327997,4528.107131458675,0.07781142162252959
183,183,0.9904913867905892,4528.549725902098,0.6315528601932708,4528.383027221848,4528.667644215761,0.34222663503257744,4528.552230073264,0.04131125579698125
184,184,0.952111689653994,4528.916916042399,0.9168141061629704,4528.813124999096,4528.972229093357,0.07277728996950567,4528.831420572973,0.15910409426123803
185,185,0.9407274405110756,4529.397724143269,0.10755819413489334,4528.9860527729215,4529.496612425631,0.8568988046813679,4529.415886427969,0.16445135626836244
186,186,0.9678377206126084,4530.285445324799,0.27729077817807524,4530.097567859861,4530.383765704181,0.7653150151439291,4530.287626386564,0.0679889101302435
187,187,0.8786396477177169,4530.44630043809,0.4070517898936985,4530.392700798301,4530.544517814499,0.5307415749282383,4530.450632326622,0.04177257091906799
188,188,1.0121960331430575,4530.6159091193185,0.7271704399619378,4530.553443547043,4530.776417954396,0.26824482611038425,4530.614283327926,0.03876965340307937
189,189,1.0071859818436069,4531.239165371446,0.935460000454384,4531.141393458872,4531.319113929476,0.06413394323620451,4531.24762907246,0.03409360759056058
