,Wv_lbounds,Wv_ubounds,Minflux,MinWvl,Maxflux
98,4529.2851826414535,4529.477923859077,0.91279,4529.414201530723,0.9374
99,4529.483935104942,4529.98887516272,0.10749,4529.896307729084,0.93024
100,4529.9948877648685,4530.417779950768,0.35214,4530.027762411042,0.96156
101,4530.612608641429,4530.885647414762,0.30293000000000003,4530.764550524303,0.95816
102,4530.8916623976975,4531.043622998557,0.40726,4530.947378732535,0.91538
103,4531.0480370294645,4531.306673194165,0.75236,4531.115808881359,0.9859
104,4531.653600398786,4531.8260673191335,0.92856,4531.748252266709,0.98389
105,4531.8300926624215,4532.105270581006,0.30924,4532.00497608708,0.96895
106,4532.111699603298,4532.313083068764,0.3851,4532.220420624319,0.8571200000000001
107,4532.319101842289,4532.713540962254,0.14288,4532.425840153795,0.97238
108,4532.721553718317,4533.048231193475,0.38214,4532.898519575741,0.97382
109,4533.054642342737,4533.241683275142,0.95231,4533.163408609595,0.97721
110,4533.486121487064,4533.67319802891,0.96146,4533.582864152087,0.98468
111,4533.9241169452835,4534.080289811158,0.93705,4534.024496400345,0.98015
112,4534.086313279194,4534.281478191541,0.45244,4534.24050306274,0.95671
113,4534.400727637098,4534.723637276436,0.15824000000000002,4534.518009416425,0.9753
114,4534.730053165675,4535.020062089776,0.92442,4534.970641552411,0.97518
115,4535.026088055023,4535.355093041857,0.13199,4535.239783660354,0.93161
116,4535.36111989749,4535.6740858728745,0.4618100000000001,4535.435438720561,0.9758
117,4535.92281909599,4536.27487775363,0.17887,4536.0546443624735,0.98222
118,4536.280907054044,4536.50918857007,0.5998399999999999,4536.408719647133,0.982
119,4536.515630092806,4536.688467299672,0.8398200000000001,4536.589595725538,0.96882
120,4536.694497699566,4536.9127966206925,0.20137,4536.8468683792935,0.96849
121,4536.916810421902,4537.079632652988,0.34219,4536.976709529875,0.78359
122,4537.085664092843,4537.252533425996,0.22652,4537.19462388898,0.78145
123,4537.258565325556,4537.493389552755,0.2442,4537.3160647500235,0.99136
124,4537.686809419088,4538.01420301332,0.8491799999999999,4537.760813248055,0.99857
125,4538.0411395665715,4538.238642870593,0.98043,4538.17267609072,0.99819
126,4538.245089305675,4538.589042439997,0.92733,4538.484032235744,0.9913
127,4538.597096581373,4538.801075695855,0.93855,4538.68157409338,1.0001
128,4538.809130589795,4539.050543467103,0.7872399999999999,4538.943122072538,1.0002
129,4539.0565801482235,4539.538721763677,0.93005,4539.233649535139,0.992
130,4539.546758668511,4539.76331244847,0.95414,4539.637721928985,0.99285
131,4539.769351025626,4539.93439794795,0.8680100000000001,4539.8558919900015,0.97354
132,4539.940436980253,4540.057984894174,0.6292300000000001,4540.0249851195,0.92698
133,4540.0644364989375,4540.282647577745,0.58219,4540.107495761969,0.97913
134,4540.28907920681,4540.429198417736,0.92235,4540.359127423794,0.97847
135,4540.435238766483,4540.5938809830795,0.89517,4540.51576454133,0.97404
136,4540.73845193948,4540.919673460468,0.83852,4540.8620826663955,0.99158
137,4540.926106894445,4541.208453624837,0.59629,4541.0457267229385,0.97923
138,4541.214887877109,4541.363128199552,0.96818,4541.266445044083,0.99524
139,4541.369562890137,4541.53433430385,0.96315,4541.468271679079,0.99474
140,4541.5427907885805,4541.872742030675,0.40685,4541.773623732341,0.97739
141,4541.876764612799,4542.1016073398405,0.41093,4541.977909109372,0.94423
142,4542.229748151847,4542.483224586739,0.6702199999999999,4542.334911131534,0.98136
143,4542.489662451862,4542.662975813568,0.75748,4542.58639769928,0.96383
144,4542.669022107179,4542.99308984856,0.36542,4542.7927579851785,0.96865
145,4542.99913702097,4543.102333570874,0.94797,4543.057174183728,0.96883
146,4543.108773190991,4543.2966447590725,0.8612299999999999,4543.213997518751,0.96058
147,4543.401857147313,4543.577263245116,0.93181,4543.507095052081,0.98009
148,4543.922025134804,4544.145046783291,0.7114199999999999,4543.967594022596,0.98525
149,4544.1531000067025,4544.3515487091,0.96916,4544.272889912667,0.98573
150,4544.407204188755,4544.742012538653,0.94146,4544.493922066583,0.99638
151,4544.845288285263,4545.169253444451,0.7669600000000001,4545.084926752616,0.99643
152,4545.175719584038,4545.458574383736,0.5674399999999999,4545.293538761148,0.99447
153,4545.580458033233,4545.783040267155,0.89895,4545.753986667159,0.99341
154,4545.78909486925,4546.14066140173,0.29146,4545.960634853949,0.9831
155,4546.146716956506,4546.305758547729,0.8681,4546.241975229392,0.9832
156,4546.3122279213985,4546.522957683588,0.4633600000000001,4546.411544419138,0.94267
157,4546.52901425686,4546.766825028737,0.68395,4546.611782151605,0.96925
158,4546.961056992752,4547.46384235329,0.2133,4547.232017111562,0.98466
159,4547.6084375071805,4547.848388141796,0.90804,4547.746982021874,0.98403
160,4547.854448246886,4548.046746043333,0.88379,4547.962312546239,0.98326
161,4548.053199688002,4548.237425871177,0.44861,4548.208340889234,0.97077
162,4548.243487013114,4548.4006686149,0.34901,4548.293197261137,0.94269
163,4548.406730191929,4548.80637478459,0.56555,4548.502083200308,0.99222
164,4548.837102076714,4549.3172673526815,0.23355,4549.126890170183,0.99187
165,4549.323724603576,4549.590536851682,0.93674,4549.383558527819,0.98612
166,4549.598630086735,4549.758306601797,0.96444,4549.692004505032,0.98624
167,4549.764371797973,4549.9135641545445,0.91509,4549.849286242394,0.98309
168,4549.9196297646695,4550.209555805905,0.27597,4550.043781658778,0.97486
169,4550.374969326492,4550.617614145678,0.7004,4550.555345678887,0.95049
170,4550.623681633125,4550.814204827724,0.20875,4550.751910271405,0.82695
171,4550.818243263743,4551.017253843918,0.12069,4550.907235644876,0.69765
172,4551.023322397118,4551.269702753754,0.40855,4551.091693119887,0.96047
173,4551.276165548374,4551.489385919925,0.78655,4551.3918775350785,0.96014
174,4551.495455732319,4551.640721738011,0.91877,4551.553730898352,0.9739
175,4551.83941059579,4552.312107027917,0.32773,4552.046612447482,0.97821
176,4552.720148763227,4553.041609819285,0.6653899999999999,4552.9253993521115,0.98857
177,4553.2076024852695,4553.489446652996,0.74275,4553.421003869233,0.98406
178,4553.493489838484,4553.636457346062,0.61962,4553.572468168286,0.89845
179,4553.64292686401,4553.7818600509445,0.26306,4553.738105550686,0.8734200000000001
180,4554.227830648542,4554.345704751933,0.93907,4554.314923735811,0.97652
181,4554.3521970274705,4554.553134847,0.80711,4554.443339743971,0.9771
182,4554.9931773717935,4555.6092262002085,0.07602,4555.319005937922,0.95782
183,4555.615701324942,4555.912435362992,0.61247,4555.729600118238,0.97831
184,4556.001627093973,4556.159345385605,0.87316,4556.0972988111025,0.97806
185,4556.165822074262,4556.481271554264,0.53033,4556.267583234613,0.9856
186,4556.641057827503,4556.9338553896505,0.31507,4556.765556043464,0.97949
187,4556.939939732099,4557.280647304477,0.25984,4557.17072066118,0.97957
188,4557.2847179942655,4557.6421155191,0.20721,4557.409646015465,0.97608
189,4557.6482017530125,4557.905832608065,0.9641,4557.779236287391,0.99344
190,4557.916386081333,4558.063682767957,0.97069,4558.009707503219,0.99402
191,4558.0701648718705,4558.379810687843,0.68682,4558.202865070261,0.98299
192,4558.3858988921365,4558.7495583369455,0.69948,4558.556354434961,0.98253
193,4558.907446159725,4559.071850657791,0.93269,4559.02396220715,0.98237
194,4559.077940710815,4559.219222036625,0.93428,4559.121382175335,0.98694
195,4559.227744509321,4559.460399533934,0.69458,4559.385686245428,0.98758
196,4559.626881355057,4559.794997088686,0.9003399999999999,4559.743018355177,0.9934
197,4559.799446523335,4560.171462446988,0.2995,4559.9261550966685,0.98549
198,4560.922166650021,4561.086716493559,0.9679,4561.057466943213,0.99033
199,4561.092811930732,4561.27160479935,0.7297,4561.203323159553,0.96908
200,4561.278096030567,4561.473569804928,0.46835,4561.367497975894,0.94205
201,4561.479666276126,4561.648314030294,0.8284600000000001,4561.552804393857,0.97351
202,4561.654827142454,4561.7588729893705,0.95917,4561.698296920048,0.97522
203,4561.893806712295,4562.058426674607,0.87403,4561.989726052426,0.98282
204,4562.064524709246,4562.341367675793,0.78079,4562.145819520107,0.99017
205,4562.34542659636,4562.562120994238,0.90973,4562.472672214466,0.99005
206,4562.568220375512,4562.905710190858,0.6136699999999999,4562.691023333392,0.98384
207,4562.91181049081,4563.132639839082,0.9321,4563.009813108518,0.99266
208,4563.409591634394,4563.805378691995,0.72302,4563.640632631762,0.99021
209,4563.809461046278,4564.046625040644,0.84829,4563.909522666134,0.99182
210,4564.053145003218,4564.240711263522,0.96342,4564.159341776656,0.99279
211,4564.4136466820955,4564.590658122454,0.8890899999999999,4564.513338936668,0.97673
212,4564.596762928565,4564.803085806886,0.84729,4564.69890104874,0.96886
213,4565.340775593601,4565.55123036538,0.85155,4565.44498965445,0.96482
214,4565.557337741154,4565.692913183965,0.9032,4565.624123899534,0.96116
215,4565.699437850996,4565.903421271158,0.75121,4565.857807453621,0.95638
216,4565.909925692327,4566.041060443859,0.58603,4565.976722166677,0.8427399999999999
217,4566.047565257188,4566.237338834138,0.64925,4566.1017310571115,0.97882
218,4566.243448045679,4566.4645791466555,0.95243,4566.407965042941,0.97917
219,4566.470688966266,4566.63768313062,0.6322300000000001,4566.59572490652,0.96902
220,4566.643793413456,4566.714657205433,0.63446,4566.687379181722,0.70685
221,4566.720767694257,4566.871074183473,0.34508,4566.791654730786,0.67327
222,4566.8771850908915,4567.234065420457,0.4225100000000001,4566.941965886386,0.9852
223,4567.3676961008005,4567.651296072425,0.91058,4567.5115153131455,0.99171
224,4567.655364446529,4567.987076068244,0.49393,4567.7971778924875,0.99187
225,4567.993607293938,4568.227136967661,0.52276,4568.150111897751,0.97789
226,4568.233251504703,4568.5776954069315,0.7670600000000001,4568.266683494943,0.9945
227,4568.581765431478,4568.794982242327,0.95193,4568.688590514842,0.99464
228,4568.801098299578,4568.98700920484,0.97631,4568.89284112334,0.99595
229,4569.3858105299705,4569.776098610504,0.67576,4569.604802983659,0.9949
230,4569.782217294799,4569.94945375417,0.81312,4569.8825618783585,0.98125
231,4569.953547107687,4570.268861787519,0.49738,4570.047758918499,0.9909
232,4570.27539953976,4570.4255223383925,0.97181,4570.339859018452,0.99083
233,4570.563434287726,4570.709899122376,0.93098,4570.6344197804465,0.9812
234,4570.833140748897,4571.081649839769,0.66678,4570.895568438127,0.99223
235,4571.154720079513,4571.464077336994,0.93228,4571.303270699836,0.99418
236,4571.470200542351,4571.750234550217,0.96894,4571.656328734494,0.99405
237,4572.047422866942,4572.227075615861,0.92722,4572.187481395484,0.99454
238,4572.233200865374,4572.555374491508,0.18509,4572.381821590738,0.96925
239,4572.5615006206735,4572.82696804584,0.75739,4572.718318388692,0.97641
240,4572.8334922080485,4573.034035633529,0.51977,4572.954799012417,0.97584
241,4573.040560386609,4573.473159591753,0.12689,4573.261952946119,0.91666
242,4573.4796855979685,4573.745259650352,0.79202,4573.556911419026,0.98552
243,4573.757915768521,4573.945883057405,0.96012,4573.881321821515,0.98418
244,4573.952410412773,4574.297717334411,0.8116300000000001,4574.14284165285,0.98571
245,4574.986038743855,4575.18511736569,0.96761,4575.071876323583,0.9879
246,4575.191250543338,4575.339665896253,0.9508,4575.266482736074,0.98294
247,4575.346218164083,4575.6496108092,0.55481,4575.501175347879,0.98543
248,4575.653693443868,4575.856934112433,0.94589,4575.756347929622,0.98703
249,4575.863069091396,4576.2843281331125,0.36628,4576.003340555655,0.98714
250,4576.290464258169,4576.520758855608,0.86503,4576.3890424203855,0.98271
251,4576.579257709875,4576.958520713823,0.88207,4576.828810972599,0.9823
252,4576.96505667054,4577.377530055599,0.80877,4577.065318910116,0.9935
253,4577.386120549592,4577.738086143655,0.3729,4577.620611582748,0.99376
254,4577.744226167885,4577.985313722398,0.90923,4577.803154473513,0.98713
255,4577.989400526206,4578.146590825457,0.9769,4578.054496959298,0.99524
256,4578.15315113526,4578.674724487062,0.64348,4578.4589495050095,0.9958
257,4578.681286310545,4578.880288306817,0.968,4578.767262610778,0.99033
258,4578.886850719511,4579.046136518197,0.93065,4578.974889506131,0.99051
259,4579.146468986501,4579.4589850968205,0.94763,4579.310302382117,0.99403
260,4579.471672855952,4579.675252846389,0.93845,4579.601532442752,0.99273
261,4579.681398068285,4579.9603833426845,0.2696,4579.840760127529,0.97081
262,4579.966529329805,4580.113618420522,0.8805,4580.0148797355405,0.96573
263,4580.119764818911,4580.2205429321975,0.94397,4580.174244026783,0.96556
264,4580.226689617572,4580.438540071877,0.87039,4580.34429797679,0.97186
265,4580.445085971403,4580.728276979488,0.68009,4580.612705137358,0.9771
266,4580.734425027704,4580.858186859591,0.95286,4580.799578566439,0.97667
267,4580.864733958608,4581.009425426892,0.8923399999999999,4580.961054020502,0.96718
268,4581.015574229821,4581.208629853589,0.738,4581.099602528681,0.93028
269,4581.215198941904,4581.548883039686,0.25678,4581.336929866076,0.98089
270,4581.5550332908615,4581.7858580687,0.52071,4581.691560524147,0.98078
271,4581.7924288125205,4582.0987345595,0.53594,4581.867857263197,0.97341
272,4582.105285205056,4582.243902936142,0.95786,4582.163926914485,0.97668
273,4582.250055053443,4582.371840980443,0.94614,4582.321404023278,0.97749
274,4582.377993441288,4582.554364010973,0.74425,4582.4788919566045,0.96217
275,4582.5588789733865,4582.741395903029,0.22337,4582.688892707796,0.89471
276,4582.747549356271,4583.041674289983,0.2636,4582.789804914992,0.95137
277,4583.0482276319035,4583.238996906995,0.94671,4583.094185569108,0.9698
278,4583.247630422017,4583.463857015545,0.95217,4583.335836980534,0.97159
279,4583.468352762113,4583.726473823335,0.81099,4583.587766380417,0.97148
280,4583.733029123807,4583.8840583536685,0.92616,4583.78349716104,0.97488
281,4583.89061410488,4584.3088341405355,0.43368,4584.11757652813,0.97465
282,4584.314991803841,4584.5547332132755,0.8375100000000001,4584.411457016366,0.98877
283,4584.558831754649,4584.838411611157,0.6351,4584.695538071605,0.98907
284,4584.842510659759,4585.239963994128,0.20556,4585.1221251175375,0.97674
285,4585.483902356119,4585.672813675475,0.95594,4585.565634450492,0.98055
286,4585.67733478489,4585.799323990813,0.97389,4585.713062377061,0.99327
287,4585.809586436832,4586.0433008430045,0.5355800000000001,4586.005107424716,0.99312
288,4586.049463166681,4586.284863710704,0.42321,4586.104104563174,0.96746
289,4586.291426330855,4586.495213446452,0.90545,4586.360860843974,0.97617
290,4586.499736177655,4586.762701001631,0.77783,4586.62380974303,0.98028
291,4586.770905989219,4587.362289391043,0.20554,4587.155963302752,0.98124
292,4587.366392953805,4587.576841912102,0.5616,4587.513536834945,0.8665200000000001
293,4587.583008357746,4587.8695243306975,0.53537,4587.652481984679,0.9893
294,4588.061116204063,4588.3176706138975,0.85867,4588.275734100373,0.9890000000000001
295,4588.324260105642,4588.587434193692,0.4164600000000001,4588.416767620248,0.97188
296,4588.593603356435,4588.740825977111,0.95345,4588.66310759555,0.97265
297,4588.749459175725,4588.9176656346535,0.9194,4588.877781816143,0.96872
298,4588.924256849873,4589.200241496566,0.8128,4589.006111633751,0.97149
299,4589.206412307209,4589.3220180355875,0.94988,4589.2800420994845,0.97188
300,4589.32858935049,4589.646604508991,0.34265,4589.488623527411,0.97916
301,4589.863435314684,4590.177394933318,0.82584,4589.968771963861,0.99115
302,4590.183989767819,4590.3988063200395,0.94842,4590.289341131029,0.99105
303,4590.466300163532,4590.7128391872275,0.91854,4590.577838985482,0.98216
304,4590.719014066335,4590.9635357717025,0.97098,4590.777876461138,0.99182
305,4590.974242885336,4591.4336841211625,0.2531,4591.237721061841,0.99256
306,4591.70339256444,4591.863592410318,0.9707,4591.751991099605,0.99048
307,4591.870192090925,4592.190605153183,0.66047,4592.074454205317,0.99062
308,4592.304294532396,4592.458335645062,0.92871,4592.388716387033,0.97247
309,4592.55967856785,4592.749595227199,0.29438000000000003,4592.682034224713,0.9624
310,4592.755775586728,4592.945708465207,0.57009,4592.797794035128,0.98821
311,4592.9518893525565,4593.181796426839,0.96249,4593.105973913969,0.98856
312,4593.190446343924,4593.52176268901,0.5230600000000001,4593.34003177048,0.9847
313,4593.527945126891,4593.686204321522,0.85619,4593.637585936509,0.97627
314,4593.692387202055,4593.865493511023,0.31762,4593.818918337652,0.8862
315,4593.871676874196,4594.140025547277,0.17329,4593.943810306394,0.98012
316,4594.631871960585,4594.9629951317875,0.67847,4594.81330398234,0.99261
317,4594.969582610929,4595.155158814352,0.8606600000000001,4595.12135322611,0.99159
318,4595.16176796,4595.284241191856,0.83041,4595.210418613973,0.92455
319,4595.288380056487,4595.56927012314,0.50981,4595.404693648013,0.99606
320,4595.575458073748,4595.7953206485245,0.96914,4595.676917497135,0.99627
321,4595.801509207904,4596.027582581551,0.8815,4595.921967660896,0.98855
322,4596.03377176646,4596.395202600758,0.68204,4596.179824469319,0.98113
323,4596.4013927758115,4596.536735719244,0.8489700000000001,4596.498768747366,0.9813
324,4596.540876840367,4596.8008527690745,0.34883000000000003,4596.648569737858,0.89276
325,4596.80499436611,4597.077806810674,0.71618,4596.876797321367,0.98141
326,4597.081927773618,4597.276339954573,0.57326,4597.2425031490775,0.98094
327,4597.282532503189,4597.534348765305,0.36704,4597.348178771324,0.98972
328,4597.54054200902,4597.80272387167,0.63954,4597.699077818346,0.98984
329,4597.8089178384525,4598.035188754104,0.92516,4597.861768063051,0.98468
330,4598.043434120652,4598.392388225899,0.8416899999999999,4598.191686628528,0.98496
331,4598.399006686956,4598.593530285668,0.77385,4598.536116727916,0.98518
332,4598.599726383316,4598.794266964634,0.69325,4598.667461604588,0.96679
333,4598.923152026322,4599.088382498087,0.58327,4599.037576882629,0.92352
334,4599.094579929325,4599.274312701119,0.5109899999999999,4599.158205035752,0.94047
335,4599.278839516954,4599.551543724488,0.28461,4599.409824888556,0.95584
336,4599.55774240404,4599.837081130326,0.8129,4599.653199947684,0.97722
337,4599.8437037507265,4600.152406729358,0.81335,4600.031726418817,0.98927
338,4600.156554367921,4600.400008461055,0.96434,4600.285917890426,0.99659
339,4600.408685586321,4600.647615682399,0.91034,4600.512030548283,0.99765
340,4600.908077546538,4601.278553590663,0.41609,4601.128027270775,0.98877
341,4601.284756925975,4601.537011834845,0.6322800000000001,4601.390618468542,0.97643
342,4601.54321586707,4601.883997502925,0.39266,4601.651143295642,0.97923
343,4601.890626018744,4602.14667499827,0.21328000000000005,4602.042833007443,0.97998
344,4602.152880674566,4602.258782167126,0.63121,4602.225274407797,0.90775
345,4602.265390581814,4602.3944702819535,0.61949,4602.303452878165,0.91248
346,4602.494176280019,4602.604224350242,0.89089,4602.559950287934,0.9417
347,4602.610431260547,4602.7693169160775,0.8814799999999999,4602.6571848737485,0.98661
348,4602.775947982556,4602.9898683866195,0.97635,4602.833043738421,0.99589
349,4603.023811037108,4603.572598832466,0.27458,4603.294882885802,0.99569
350,4603.941448085529,4604.503302766477,0.15345,4604.238299885746,0.97761
351,4604.509514799902,4604.804361847516,0.79028,4604.632486829669,0.99418
352,4605.047884024705,4605.177522800866,0.83583,4605.136931697378,0.96415
353,4605.183736653637,4605.382991778097,0.77815,4605.238834962259,0.99095
354,4605.3875518364,4605.633617488799,0.92864,4605.5296392935825,0.99325
355,4605.639832572465,4606.038417796509,0.54262,4605.845745868841,0.9921
356,4606.042979152856,4606.4756277385995,0.28449,4606.2824948759135,0.98222
357,4606.482248268839,4606.706890742111,0.74837,4606.649698840276,0.97297
358,4606.787725800088,4607.023180172632,0.50364,4606.876840772658,0.95974
359,4607.029399007164,4607.2524179344455,0.91729,4607.1251457083945,0.97812
360,4607.261142155426,4607.615636684568,0.5200600000000001,4607.511547748598,0.97916
361,4607.621857118669,4607.764082478977,0.90197,4607.683213153513,0.97008
362,4607.925404986647,4608.186670342648,0.96435,4608.090879514925,0.99985
363,4608.282082900184,4608.462513261255,0.94899,4608.377881677447,0.99001
364,4608.4691395039235,4608.744995000871,0.47434,4608.624288227935,0.98782
365,4608.751643296486,4609.303879881541,0.25159000000000004,4608.942901520921,0.99152
366,4609.312186958276,4609.482308027899,0.96062,4609.399317462274,0.99239
367,4609.886127607051,4610.064622087947,0.95452,4609.994468006638,0.99335
368,4610.0729106542185,4610.336523861401,0.96059,4610.1285510834805,0.99187
369,4610.43449117311,4610.740493130314,0.8531299999999999,4610.557801143102,0.99499
370,4611.061461506823,4611.335968819437,0.7389899999999999,4611.201836763427,0.99001
371,4611.344283222421,4611.70149063151,0.8393299999999999,4611.47636079053,0.9945
372,4612.065389973789,4612.8440879548325,0.21953000000000006,4612.576039123205,0.99494
373,4612.848237233028,4613.0481561724955,0.92733,4612.939672196389,0.95524
374,4613.054795608597,4613.173670285443,0.95035,4613.084311538246,0.97711
