"","-2","-1.8","-1.6","-1.4","-1.2","-1","-0.8","-0.6","-0.4","-0.2","0","0.2","0.4","0.6","0.8","1"
"100",0.526763938244556,0.54787958482665,0.569345821181951,0.581797042066829,0.569169343033772,0.562730097755909,0.575071168451088,0.530121608166772,0.559845240959783,0.522032812917212,0.562690678519338,0.553335834790721,0.539461469688089,0.511314114439819,0.540832857789644,0.519748390844369
"110",0.434793588455516,0.425402395245013,0.447093672762402,0.4441253029351,0.463462951396738,0.44251859754643,0.467856450961173,0.454712023471491,0.43176685168221,0.455846671484444,0.443046904865944,0.450711918989998,0.448997700217786,0.46670736665627,0.440200620412399,0.451695408902721
"120",0.359562932572314,0.372527689551444,0.396731673548878,0.362212677622296,0.387831201332421,0.382225218284488,0.36200581788066,0.376262993195558,0.371209359995387,0.359850935473402,0.371944378623699,0.346647122118112,0.383823353388152,0.3759704178112,0.374807274824447,0.363154113669231
"130",0.325843460034073,0.312715354360661,0.329360835876345,0.331898848574162,0.325978808455405,0.31566693397443,0.329561212393034,0.324897552514267,0.314204929859637,0.30996014243836,0.310763660581746,0.31458285765268,0.319518959806851,0.312835967535891,0.322578116764049,0.322661165656955
"140",0.277035663939455,0.279031176090877,0.286480426895307,0.282208233371732,0.270859020745521,0.268907401742401,0.290053252845789,0.279646852359352,0.272778641872615,0.271611594958122,0.26988086143165,0.278985382876508,0.260114521342298,0.283784216003336,0.274004745051375,0.27992549550283
"150",0.242388490389088,0.23520150651848,0.24950730418017,0.241092529907556,0.238677678314025,0.23471434665417,0.252226526657135,0.23881282806419,0.238829435160216,0.234851172973195,0.238057185907571,0.225709959328872,0.237483648820758,0.23534115718281,0.252133854783094,0.238782283704486
"160",0.219741919085181,0.215899210258323,0.219493032442915,0.215787509916522,0.209532525707331,0.209772513066174,0.204911176263344,0.214593368520832,0.219846027760002,0.208767533097678,0.211435467266692,0.210051800950062,0.208016083521606,0.228200615428683,0.220495920534555,0.202750340101184
"170",0.182712625543757,0.181346447464248,0.191345762880141,0.191614915271162,0.186076327701544,0.18500091682785,0.181669251991727,0.189993616910454,0.192233953633758,0.195545347723511,0.188036058707976,0.193679030492884,0.181345775936869,0.186039999840653,0.189411433098743,0.185059309301627
"180",0.162200672068529,0.169358013913081,0.166184606400446,0.165101688125524,0.16631455545262,0.164072788926114,0.163526328422853,0.181525624646821,0.167617705559913,0.169976590251309,0.163354914615797,0.165228242548425,0.172198071008881,0.169137490472317,0.158092380473341,0.160166269535686
"190",0.153145704407512,0.148740557927611,0.142586321145505,0.142960664963128,0.153137016177602,0.15329596756649,0.150311699504454,0.152601980136741,0.144908275445469,0.157879972559344,0.151128757346485,0.15335236222257,0.144637382092842,0.156510171877049,0.149180111856708,0.149151286295226
"200",0.136830858730186,0.135844090413307,0.128498287426186,0.138875047894402,0.132985603016741,0.132715480414232,0.135545869974161,0.132916970165975,0.137768150506527,0.128962746277927,0.136081172624132,0.140373975300111,0.133475996897093,0.137187778963342,0.125862958166057,0.13444575330858
"210",0.121591337346903,0.118303868132244,0.132182774671181,0.127258944370125,0.125918180420449,0.123007231826956,0.120324495940567,0.121692900487174,0.12004135897048,0.11764929285065,0.124407686377942,0.12654835857796,0.121589622485684,0.126717927624711,0.124382459216111,0.122867921731293
"220",0.113821637132754,0.113129649553393,0.107589057353278,0.111768592187558,0.111336850327563,0.112413388793259,0.109291894134194,0.111239575612291,0.112114908617244,0.11440459250327,0.115713281488354,0.115010025006797,0.109046982420626,0.114808762620641,0.111206565509974,0.112849221006568
"230",0.100750288031505,0.104783973262199,0.100049101952567,0.10384178082528,0.101059430244071,0.10540288011402,0.10164119296136,0.0996568649619622,0.0997386119323539,0.101663095054607,0.101944135810552,0.107706065841641,0.103885333373643,0.0967881440156133,0.108206742438361,0.102339869585445
"240",0.0932548976799934,0.0924884388520007,0.0938292095791815,0.0933773395909181,0.0933027849931375,0.0886497138535581,0.0983266039484693,0.093265441669823,0.0932047100596554,0.0943653502471366,0.0937958486411125,0.0925196474932186,0.0944071371586432,0.0984411073651486,0.0939297039255744,0.0944121776865293
"250",0.0901572930512772,0.0835591830014988,0.0859788114527993,0.0893581591603834,0.0868683201761792,0.0890284442696679,0.0878592498939584,0.0902109566929963,0.0902198978945421,0.0870102331875408,0.0893332145587227,0.0865988371651437,0.0846476532952097,0.0921141093494101,0.0918050262527981,0.0873877202427973
