,RV
0,1.694296308483494
1,0.414590737522854
2,0.5206863505464552
3,0.8357180419126822
4,1.3022166733932092
5,1.009701311263734
6,1.2177547732015659
7,1.503606420494341
8,1.7456585482691682
9,0.5701926735745952
10,0.5081406044526523
11,0.9500207015343344
12,1.1827456786186858
13,0.8831984558831582
14,0.4135443236616068
15,0.4586178872217386
16,1.0891435666965352
17,0.8832562320232611
18,0.5080725495608707
19,1.6782399186374772
20,0.7022421902378878
21,1.5329988788876203
22,1.4802686211450171
23,1.4958856084631207
24,1.2006596076566343
25,1.1842016895149208
26,1.4887721404136243
27,1.376853216068591
28,0.992889072424067
29,0.8375052639120896
30,0.5358386212362554
31,0.7727344365274542
32,1.8359246526699444
33,1.4652637220748155
34,0.5610277217267066
35,0.7463244123911312
36,0.98152967224965
37,0.5897128435169032
38,0.5716769657511735
39,1.6835785455506644
40,0.8150716828775229
41,1.372424944747348
42,0.5967662557680614
43,1.0117433609926536
44,0.5257587316180541
45,0.8336515648363261
46,0.29540457307862905
47,0.32969371866662445
48,0.9157001789159432
49,1.0319326464102507
50,0.7311079121933186
51,1.1064727335370428
52,1.503094309532714
53,0.9358924425230815
54,0.93870392879734
55,0.7276038324170134
56,1.7581145153591136
57,0.9686713859511137
58,0.5217272867616543
59,1.3129547601709475
60,1.0431091977833247
61,0.5629209729186138
62,1.5851166327477624
63,0.696633974775433
64,1.73651220225777
65,1.5377905660494513
66,0.6112433303430804
67,0.2874316536752703
68,0.6053577412218898
69,1.2667499897615222
70,1.2773500927398844
71,0.9575726607525424
72,1.1819519777698775
73,0.9888224138331051
74,1.2040997142679386
75,0.7258364602353259
76,0.9111681658037106
77,0.7151250260704085
78,0.6591161356414114
79,0.9460197319590798
80,2.040437661626461
81,0.8304599493303481
82,0.9515862299063214
83,1.287286462613626
84,1.419463030302257
85,1.3681299223439392
86,0.3953615438301558
87,1.025321985679856
88,1.1907886529174334
89,1.3144063294701402
90,2.019956401389179
91,0.9603269231235793
92,0.9263351359214109
93,0.6800463969085409
94,0.6457288784988129
95,0.8162430463510172
96,1.1094870993277557
97,0.8288082310458421
98,0.9416097991188307
99,0.8801075512486178
100,1.040784852249874
101,0.8455998273357654
102,1.144237272399694
103,1.0065187320064475
104,0.2966072915397196
105,1.1636443766704292
106,1.8590700586048168
107,0.43864223715958595
108,0.8110116495980932
109,0.42296273941244467
110,0.7889460687858995
111,0.6906821087044608
112,0.787051684671187
113,1.026126997401069
114,1.1865095241712031
115,1.8531195210619327
116,1.2157821852363295
117,1.3895744665196923
118,1.1324761307835196
119,1.5556979072942756
120,1.319449207967588
121,0.5808742368090719
122,0.7680175794872325
123,1.6204860343395968
124,1.2684498616011706
125,0.7265356454675823
126,1.0831338488134632
127,0.9683813957756685
128,0.9091460421917743
129,1.0010112540500176
130,0.08012188947544588
131,0.6740642491825489
132,0.8442180117728535
133,0.3134626708479463
134,1.0455556721098787
135,1.192370820547678
136,1.6057170488397992
137,1.0162271201313977
138,1.136330570611009
139,1.0960596815927877
140,1.0428409298264978
141,1.1050749493012497
142,1.1601345232288593
143,1.2034157895429531
144,1.1297107557543689
145,1.3459406248194736
146,0.9075295802712555
147,0.7882929266588928
148,1.2563071613184413
149,0.9574006926321269
150,1.2119225702152372
151,1.6997121689221362
152,0.7879977919999318
153,1.1455452846101752
