,RV
0,-0.055231236140832085
1,0.2230061652416689
2,-0.5767304407502531
3,0.5304173945834012
4,-0.702297013812511
5,0.23103523702465023
6,0.3895415934571977
7,0.19428751153888796
8,-0.09494569089274206
9,0.12010128994092685
10,-0.005461092941958128
11,-0.10306930596810644
12,0.7551846919205346
13,-0.48361413852041185
14,-0.8668369040844672
15,0.3402237457911112
16,-0.2011557522696211
17,-0.3040975590308384
18,-0.16574076388140996
19,0.8993216895747261
20,-0.632577115179036
21,-0.8259608068352884
22,-0.41734610627604934
23,-0.21283435868418016
24,0.16722071808253505
25,-0.4808061110393447
26,-0.9861403672472931
27,-0.685369513581879
28,0.4426236882380514
29,0.20751039178380393
30,0.21858554595197477
31,0.20726345460471832
32,-0.05095318606677979
33,-0.126148431531662
34,0.1715249579102387
35,0.40199592933571227
36,-0.6576878972183925
37,-0.4069837034549489
38,0.27542368107198756
39,0.5674672316544056
40,-0.7429962400252748
41,0.2671761035725047
42,0.5645770946212832
43,0.10581227473874961
44,0.1661065387210361
45,0.08132601301693301
46,-1.0346568167550032
47,-0.820916462405396
48,-1.066465401763394
49,-0.9265827299223948
50,-0.11971417328445363
51,-0.0075477341741845075
52,0.39510824068852846
53,-0.6613535007942192
54,-0.12953907874970655
55,-0.39352642027707885
56,-1.0329292762562852
57,-0.7852560494208867
58,1.1268872031530826
59,-0.09473996018832086
60,-0.7161433062523935
61,-0.13870592885572222
62,0.024443734797423133
63,0.06796168189401255
64,0.8355455634789164
65,-0.10870193650004162
66,-0.16241798328059392
67,-0.052488920476928935
68,-0.8115448361937911
69,0.5961407491364259
70,0.08775747415233054
71,-0.13540450700321147
72,-1.04539170709703
73,-0.32516027181943047
74,0.7299269190305018
75,0.28442027826815947
76,0.9340296469930967
77,0.44390000839041327
78,-0.10674283786541107
79,-0.22186012500834365
80,0.5759885015355609
81,0.00489454321466011
82,0.18018321503669268
83,0.1066405311284088
84,-0.026614275967012737
85,-0.40703731901831663
86,-0.6419270395316723
87,0.2583263600031788
88,0.25920160748691334
89,0.030805515852445935
90,0.3548684515994417
91,0.1183943364966429
92,0.6969795493281298
93,-0.9448775283308233
94,-0.2749117418213703
95,0.32362911682692846
96,0.1100724755971658
97,-1.1841225763793681
98,-0.7014084537044023
99,1.102740349280524
100,0.33155480206761806
101,0.5014225903912267
102,0.1369716174586793
103,-0.21663801751548217
104,0.8678958211804091
105,0.37216673885638224
106,-0.07808293383453029
107,-0.16770089719679304
108,0.7022585908720222
109,-0.11543178567799435
110,-0.5292986575673958
111,-0.3071721003193188
112,0.0957662709051943
113,0.19658638053561045
114,-0.9804454075267081
115,-0.5235724717143988
116,0.024317220152581864
117,0.573195216759391
118,-0.4286828997797236
119,0.4256418672911251
120,0.09884693144847674
121,0.008639665736703285
122,0.1663816935880138
123,0.6109775105278522
124,0.12860348508538974
125,-0.2692166643826907
126,-0.8373617632315065
127,-0.4735277659429122
128,0.06197283309797444
129,-0.08833855250832648
130,-0.05609216322025874
131,-0.35809110127366073
132,0.09251223382045835
133,0.16693215361230582
134,-0.40140979163815027
135,-0.15228003374835494
136,-0.500526819011376
137,0.7170121041075247
138,-0.047217250888827694
139,-1.083823477967021
140,-1.019087882106732
141,-0.3380056199938751
142,0.20629517772526063
143,-0.10373125954375297
144,0.058516918770238985
145,-0.3739839480152952
146,-0.32668970479661386
147,-1.1860679537176757
148,-0.6833407145650146
149,-0.133076935853873
150,-0.0749369407817296
151,0.4864341721971301
152,0.060971768798524804
153,-1.227991902240502
154,0.5537057846112602
155,0.3003852619060698
156,-1.345789283910341
157,-0.03510581845127718
158,-0.40921379206055725
159,-0.5385765626331052
160,-0.8996501907559936
161,1.6839217154768962
162,-0.7133586795006193
163,-0.8199692836185511
164,0.23742258085258808
165,0.39394885058784
166,0.6739529528303938
167,-0.6609589277373593
168,0.12484556080806984
169,0.09790338639369983
170,-0.385631904962965
171,0.26563983617311326
172,0.5624272325566868
173,-0.6589390962276412
174,-0.2952046809659851
175,0.19705967812158134
176,0.5613020858416365
177,-0.29562470245613975
178,-0.8124303466532762
179,0.009635146088195531
180,-0.22762308444479934
