,RV
0,0.012852314553913566
1,0.42734078629610717
2,-0.04780115918105049
3,0.11706266316867406
4,-0.0831915394918424
5,0.22831840640165305
6,-0.07367778960456875
7,-0.18537651999729
8,-0.009036956210133971
9,-0.18270685654989272
10,-0.603105968311061
11,-0.21471626139565125
12,0.4381507244585538
13,-0.09535545013854649
14,-0.1019114141472538
15,-0.046580354786087866
16,-0.12016875394888911
17,-0.26888259459547115
18,0.44579631978712375
19,0.07037051625098252
20,-0.02505023856962175
21,-0.2909439163912869
22,0.050433345324445454
23,-0.04833303791231588
24,0.4349917783802134
25,-0.6166706232404496
26,-0.3390450281024558
27,0.4735930126194303
28,0.30092492088022255
29,0.456664143076529
30,-0.4693258267783339
31,0.39095591722719186
32,0.20357137408195025
33,0.4184941235815005
34,0.512649476761971
35,-0.10496193676632468
36,-0.2596041206504832
37,-0.30418657822490236
38,0.02100428338980389
39,0.21267812891533056
40,-0.45154321860782126
41,0.32350564002764387
42,-0.12304623000238554
43,-0.04068610617733302
44,-0.01741479911996307
45,-0.22200673174241295
46,0.04439171766132423
47,-0.08860888305980566
48,-0.4035693517845795
49,-0.3788138686928119
50,-0.4428057855497703
51,-0.37459792872775
52,0.24213144177676163
53,-0.06485953437855484
54,-0.03947508319199123
55,0.5601098528100146
56,-0.0789386882647684
57,0.3016690997248445
58,0.058280187933008334
59,0.5294563513072675
60,0.2627511203151124
61,0.5460525290910112
62,0.05132416915657575
63,0.082528643272616
64,0.16510541594534922
65,0.16094442519837948
66,0.6272861245825694
67,0.08723096149617998
68,0.42691670557519956
69,-0.1346279464915908
70,0.8268086478527661
71,-0.11204567256840696
72,0.09227451043888639
73,0.114128297455319
74,-0.08395406930224164
75,0.38574723301614045
76,0.37527740909752105
77,-0.5119113317047667
78,0.2577066476848578
79,0.1532180032777334
80,0.38371717986958503
81,0.5353917680082347
82,0.26344761562732677
83,-0.2452454132670119
84,0.09905663578620968
85,0.18868590726803722
86,-0.003094838958499998
87,0.4421392422064821
88,-0.10258663166820434
89,-0.228733041729025
90,0.2721971376194433
91,0.07260523390681677
92,0.21554389142260066
93,-0.5920553058183583
94,-0.2729506861689337
95,-0.07693699439270028
96,0.03966224200718619
97,0.023404854254252337
98,-0.08824478387095612
99,-0.32127129441862706
100,-0.7272178586907494
101,0.18878622660390323
102,0.027696359900825435
103,-0.19281409412279024
104,-0.4824899343892358
105,0.024980690701173747
106,-0.7860345800170001
107,-0.2019541647867667
108,0.4876236344472951
109,0.5107022975859521
110,-0.25971708781146374
111,-0.7696298295558004
112,0.3159238778510921
113,0.08483247954611749
114,-0.5780066758561835
115,-0.44247628039073456
116,0.3089797869883406
117,-0.46694395231776814
118,0.3643790559143477
119,0.19146487541133794
120,0.21944866100332505
121,-0.313995439977001
122,0.3201631223004368
123,-0.19357435544000617
124,-0.019564723328991708
125,0.29939429677208257
126,-0.06972636929159476
127,-0.4899749422228869
128,-0.350010762067091
129,0.07145213649418408
130,0.28747667867977456
131,-0.3321220556417512
132,0.07295929739343607
133,-0.11342504561797233
134,0.39356669087934504
135,-0.10581015483831611
136,0.38042159198661607
137,-0.20200077659621193
138,0.4315086220452814
139,-0.291642702157361
140,-0.27444024906861564
141,0.5665075021695932
142,0.17907885421705758
143,-0.31672503414491743
144,-0.4442524378622101
145,0.12279527170700762
146,-0.3256282396415783
147,-0.004999653752606356
148,-0.09722086026393212
149,0.2512126371876562
150,-0.05066952972547171
151,-0.01943873573157258
152,0.5232110882735197
153,0.3396977941893153
154,0.2716159045868177
155,-0.1685833767692008
156,-0.32879307122042845
157,-0.07642775821729147
158,0.519367590167936
159,0.15752683413090504
160,-0.08714682555653985
161,-0.1413756811851067
162,0.2189728836451255
163,0.03811406014333046
164,0.11404953803379368
165,-0.4804088506781201
166,0.06037896461234904
167,0.1635840587461024
168,-0.3261654825966744
169,0.047694623445742365
170,-0.19425846338685007
171,0.14229574253778204
172,0.4289141492761734
173,0.18025919697078785
174,-0.20714266037475645
175,-0.02342277089859762
176,-0.10149050372361855
177,-0.13104239719865257
178,-0.05781787501703948
179,0.49333863418168195
180,-0.23589219735727138
181,-0.21665771893015537
182,-0.08039569085697242
183,0.032177626286188664
184,-0.026496800672974417
185,0.09052024379067618
186,-0.3272505569289211
187,0.029960917244425744
188,-0.4000980263676516
189,0.28269898373687796
190,-0.6493523809350041
191,-0.16772359806523884
192,0.011510431585906387
193,0.0833604112397229
194,0.3991454810746129
195,-0.31090315939634905
196,0.05066785573028697
197,0.08946078654732235
198,-0.2856279100087025
199,0.10684523943757454
200,-0.21153153733893434
201,-0.20940540275375805
202,0.20776518990353735
203,0.08539975523932825
204,0.1889087628575512
205,0.09150609992416125
206,0.22554305882731768
207,-0.10482067215464404
208,-0.1943718623243323
209,-0.16346713651812686
210,-0.17809822753693352
211,-0.2898285978388586
212,0.49626029152260787
213,0.4369006022306179
214,0.1755239019505932
215,0.1496005731160793
216,0.1545212501237565
217,0.2954679059200635
218,0.3769289559999013
219,-0.6954663619684662
220,-0.14365404329208945
221,0.07271735168885178
222,0.1605667407207655
223,0.3849289078874949
224,0.2699614932302051
225,0.013669505748125386
226,0.05216080017819115
227,0.1570435929651062
228,-0.25544920885831834
229,0.18365821470175908
230,0.144018960159165
231,-0.4164690689658335
232,-0.39397097796502906
233,-0.10416824779869695
234,0.10658198996789146
235,-0.46271105536732304
236,0.3731523223790214
237,-0.208077937519095
238,0.02355062158678869
239,-0.2621890410396519
240,0.01347103543572526
241,-0.43347644059182094
242,0.3089101264204284
243,0.3424993102175617
244,-0.5797414855883153
245,0.09609308261262542
246,-0.06485269931202063
