,RV
0,9.514004457203555
1,10.367347079489264
2,10.340990674158093
3,9.952056314526999
4,9.684349683579057
5,10.253959469133406
6,10.084619298701
7,10.194843448065512
8,10.19996767561679
9,9.867914294714865
10,9.649767774593784
11,9.633941095184127
12,10.261656111710181
13,9.986835199946654
14,9.890726021956652
15,10.349272200961423
16,10.021022387700214
17,9.852117241011001
18,9.803952868052875
19,10.06370520470955
20,9.976646032577264
21,10.29141243428603
22,9.812694297266717
23,9.717677073196683
24,10.588459928949305
25,9.804798963603389
26,9.740758365362126
27,9.938426027132664
28,10.002752339001745
29,9.698016842674406
30,10.599389337025059
31,9.66633783836005
32,9.8822458783834
33,10.052434528362937
34,10.32000047872134
35,9.414839970937464
36,10.201981273661659
37,10.059343755208829
38,9.558348590246169
39,9.979382700956194
40,9.854839144485595
41,10.327407260054315
42,9.892939449338883
43,10.039538349119539
44,9.95364641314518
45,9.858608132126392
46,9.6891664613795
47,10.232619297639758
48,10.549358912532625
49,9.544714378564095
50,10.146842757923878
51,10.20921752419963
52,9.816612437665754
53,10.584910812554881
54,10.123025564978889
55,10.842135542756296
56,10.118856629189395
57,9.171538843234885
58,9.856894996650226
59,10.072299590559851
60,10.13437021899881
61,10.614789096718596
62,9.72474521638651
63,10.45428082626313
64,10.280931545697968
65,10.019542400252249
66,9.87092273957387
67,10.292082440981176
68,9.652600011715549
69,10.640437058151292
70,10.083527082890214
71,9.950595981317747
72,9.806680625755689
73,9.693636741416412
74,9.962828702882689
75,10.489901481021661
76,10.307989963570435
77,10.166287523970823
78,9.775039516454854
79,9.613788425762323
80,10.27500370098278
81,9.477172699589573
82,9.287387944750662
83,10.081223197477811
84,10.005116759857628
85,9.87877365139866
86,10.425613772371435
87,9.959554123030102
88,10.313987196808739
89,10.159618067053088
90,9.830064963862242
91,10.124783287450555
92,9.902709388174117
93,9.982903220836306
94,9.954180074390024
95,10.208070164473611
96,9.73211339343834
97,10.355910866899649
98,9.917061713174917
99,10.537366166019638
100,10.503212058152712
101,10.21114547784964
102,9.95274346981023
103,10.633115937533148
104,9.929732468401198
105,10.01017502189643
106,10.361746483125899
107,9.85469109632686
108,9.763763014118013
109,9.780326007508847
110,10.060315928189084
111,10.12080236816837
112,9.637860529248428
113,10.137427320194547
114,10.602958883086103
115,9.727187860808044
116,9.313286130600318
117,10.439397039735923
118,10.310143738759507
119,10.521595874946797
120,10.050052300677635
121,10.245432166484534
122,10.469740646680293
123,10.021646991932357
124,10.564593289069308
125,9.976254763845645
126,9.79148540560709
127,10.09352162698633
128,10.104940701217856
129,9.769684968916408
130,9.309853010439838
131,9.603044797942857
132,9.935211460302526
133,10.148118139193684
134,9.988411533129693
135,9.724208226623887
136,9.897165461479744
137,9.368495779010118
138,9.724544165037514
139,9.753314673820569
140,10.431356248242082
141,9.761569002017495
142,10.171184838778572
143,10.32237419757439
144,10.207587263845198
145,9.72625055147364
146,10.389106452952547
147,10.226378912571818
148,10.144357695324288
149,9.925660925684497
150,9.407870883616852
151,10.19279323801311
152,10.621610765869264
153,10.293600974087894
154,10.023849385768699
155,10.040421261946904
156,10.055391586036421
157,10.073480589497194
158,9.88294455534924
159,9.609043339296477
160,10.324557378451573
161,10.057500134615111
162,9.845296323503135
163,9.970879887172487
164,10.298113895274582
165,10.286193693355017
166,9.783058251043258
167,9.51932079076505
168,9.905312527058413
169,9.768036068577203
170,9.987486817430181
171,10.322273914614925
172,10.661016783436935
173,10.10921441627579
174,10.04078999475314
175,9.720075072917098
176,9.527030463876144
177,10.129081194812898
178,9.79073900761432
179,9.459142912863172
180,10.327746818227752
181,10.243110604016692
182,9.827233544288902
183,10.591538017702987
184,9.885658120299922
185,9.44926986052451
186,9.604425648256438
187,9.743214428533975
188,10.136879492682056
189,9.999614560729242
190,9.974744766601361
191,10.227983236603905
192,10.345245911681559
193,10.062239670558483
194,9.370326640353596
195,9.865121772192651
196,10.235598483173817
197,9.828301453344466
198,10.277043264824897
199,9.749848917090276
200,9.789459217034164
201,9.7793941458076
202,9.713018403796013
203,10.274800465384033
204,9.827569476423378
205,9.677599190290493
206,9.9640766274606
207,9.851742700964678
208,9.275403020728845
209,10.077464391084504
210,10.085205912429956
211,9.448930110884248
212,10.21541814662487
213,9.899686193042726
214,10.390242093788402
215,10.20644471669948
216,9.878024643316166
217,10.299425319361035
218,9.666151386947604
219,9.927851092994388
220,9.774604541431472
221,10.417969125694071
222,9.659754768283165
223,10.533822965582658
224,10.417721744110167
225,10.133919618863729
226,9.591499031324929
227,9.677365942021424
228,10.228501877594681
229,10.22838703062007
230,10.469169827803853
231,10.035731655363634
232,10.301755480883003
233,9.800116951926611
234,9.829048670973862
235,10.040073545991618
236,10.166660899267299
237,9.949393030583451
238,10.147709798904543
239,9.863617801413056
240,9.807848071563058
241,9.498836243277765
242,10.455291550788388
243,9.835288646281697
244,10.134839845413808
245,9.70754196082271
246,10.017711126631184
247,9.922686653386336
248,10.041278807839262
249,10.178043810548843
250,9.812663846874784
251,9.748623808809498
252,9.970538517343812
253,9.8944263401645
254,10.164011851346004
255,10.304368605116906
256,9.828312691010069
257,9.973610429486143
258,9.227133446038351
259,10.246480418689316
260,9.902366641130357
261,9.651947621183353
262,10.23350353618298
263,10.166086003730015
264,9.642447777747293
265,10.070389791850175
266,10.39077510253992
267,10.417502727337705
268,10.2048851753716
269,10.302676716899441
270,10.144547884243366
271,9.620108514136518
272,9.828291767458722
273,9.923226601211354
274,9.746299952188565
275,9.531689196519437
276,9.713899592345115
277,9.908663320216874
278,9.36845681622799
279,9.956345408354537
280,9.977733299710962
281,9.748665896229795
282,9.941945561826287
283,10.10828977431811
284,9.772590243519517
285,10.326300405875372
286,10.558948841709935
287,9.907726376724895
288,10.002616029807541
289,10.414087155950256
290,10.502248215329018
291,10.084201663295971
292,10.22948049120896
293,10.085913123024511
294,9.567638641201484
295,10.073166005975509
296,9.921082803826721
297,10.14818351505528
298,9.761158103421621
299,9.544267943972955
300,10.115968887665076
301,9.835324746716651
302,10.270178301230771
303,9.97080198693584
304,10.12660693210637
305,9.967685239047569
306,10.21696912668267
307,9.986048746635788
308,10.238582239690004
309,10.163150139276695
310,9.853308721183566
311,10.069738309910463
312,9.89827440748195
313,10.000518078988534
314,9.864557380620681
315,10.182132806279697
316,10.724396140503814
317,9.883138587989379
318,10.066323729428404
319,10.146040456347691
320,9.556913907836133
321,10.062055783389951
322,9.68418086317979
323,9.666302186866233
324,9.671797807757684
325,10.140705321260612
326,9.498575313933543
327,9.980725043998973
328,9.89253163824469
329,9.890300463652238
330,10.84396671934519
331,9.86944589952327
332,10.623611699833418
333,10.371474884552299
334,9.777901482688321
335,9.744227901283011
336,10.133486288395943
337,9.960421091229364
338,10.754233981970174
339,10.410476092285535
340,10.205218892842822
341,9.941129549042671
342,9.562599347074865
343,9.950439257874677
344,10.398741282115225
345,10.072338490805123
346,10.03034686002502
347,9.724899947592348
348,10.426140421826858
349,9.658719354854838
350,10.255457647435833
351,9.44581061705685
352,9.687010653608013
353,9.514719531907758
354,10.411285113470512
355,10.177238995864172
356,10.022803161460615
357,9.93506101850653
358,10.183699256493128
359,10.146230823804217
360,10.228890158425202
361,9.847002629488998
362,9.818476325148367
363,9.971449663789826
364,9.992481521796435
365,10.09862303074624
366,9.861721657172893
367,10.04599294498621
368,10.209712665026018
369,9.505930823455856
370,10.253277690593677
371,10.104123001125117
372,9.99187633892143
373,9.911543322792568
374,10.326275247192825
375,10.281620540838048
376,10.239676094039169
377,9.36025087168673
378,9.769749428793148
379,9.635285806383763
380,9.791492587515677
381,10.404593466337246
382,10.089911303010012
383,10.345101441067527
384,9.655257831967901
385,10.757866436440963
386,9.763428372236376
387,9.900790326042625
388,9.369661358214216
389,10.369842609936313
390,9.83377182854747
391,10.07671721107181
392,10.35984181312233
393,10.103049902078055
394,10.011383395416487
395,10.251278452218685
396,9.515287377958884
397,10.067876296343456
398,10.360260824898432
399,9.670943711338623
400,9.612344681620016
401,10.51350424424163
402,10.523037430590193
403,9.226409636430617
404,10.116609219556267
405,10.153418966481695
406,10.393230494730233
407,9.683467680166359
408,10.208926970721222
409,10.18267390357505
410,10.27642345228378
411,10.035909871498006
412,9.4177325388373
413,10.423246180071146
414,10.014583578536985
415,9.912425532413181
416,10.192720444603765
417,10.054020538991608
418,10.221517173056782
419,10.00548996130965
420,9.491326825344004
421,9.989783210898167
422,9.87966469861567
423,9.959133937736624
424,10.254162869023276
425,9.971277936121623
426,10.255644898905302
427,10.415312855519005
428,10.110961781691003
429,9.43404734689102
430,10.31020135734434
431,9.911294096636993
432,9.964602267245937
433,9.84056249353307
434,9.95595122125087
435,9.650857913205982
436,10.102159745219979
437,10.464732200176513
438,9.75771670362883
439,9.603839738141687
440,9.94698903014796
441,10.039417429557943
442,9.810757665909478
443,10.10464738078008
444,10.09513243532274
445,9.881539259084093
446,9.926727503931033
447,9.65271003239468
448,9.782747808836575
449,10.286461559349846
450,10.123061397673155
451,10.165699870201934
452,10.337529439173522
453,9.851718109595822
454,9.879954779651598
455,10.10058728326112
456,9.653861306935141
457,9.859769751448766
458,10.060085399010859
459,10.191972543761949
460,9.939964772253006
461,9.648535080072179
462,10.278288698820688
463,9.851592628234357
464,10.371080469274602
465,10.055017246464558
466,10.42776363111625
467,10.509834290431172
468,9.919295335268544
469,9.473190127813723
470,10.006893139587191
471,10.408848473736725
472,9.713656333711697
473,9.71004853118211
474,10.54816666910483
475,10.179701865454263
476,9.808685319359938
477,9.93274988266785
478,10.056824400664482
479,9.40562917508214
480,9.896840740962944
481,9.934482947006472
482,9.839616821489471
483,9.690221899960306
484,10.79059785453137
485,9.983207900055277
486,10.208864021129557
487,9.814183698144916
488,9.717620761774015
489,9.98343103082152
490,10.642929956775333
491,10.053409874068166
492,10.328222619551525
493,10.380611050772131
494,10.362125084058789
495,10.06708077069925
496,10.03454819554463
497,9.851525883634167
498,10.099986362554773
499,10.009857875549642
500,10.563853203602775
501,9.292329637260991
502,9.266317118221195
503,10.166086594195804
504,10.193393677771382
505,9.86124705637485
506,9.956395711269579
507,9.486547584208893
508,10.217734043755627
509,10.058049567327544
510,10.316025900181558
511,10.092904924240429
512,9.886211892648134
513,9.737928411392204
514,9.594373113104666
515,9.914280336583033
516,9.959022601477045
517,10.465548366883013
518,10.226620064800954
519,10.16841651417053
520,10.209572182197007
521,10.361802436600556
522,10.60881574301311
523,9.887750983107253
524,10.384902072575642
