,RV
0,0.38128234056785004
1,0.7180586708709598
2,-0.11188206216320395
3,-0.25447418948897393
4,-0.14125576498918235
5,-0.05844900989177404
6,1.1572801262809662
7,0.04310701870417688
8,-0.7089018941842369
9,-0.26761898428958375
10,0.21476762255770154
11,0.28562456944200676
12,-0.35650788074417505
13,0.3529591126862215
14,-0.6644993014997453
15,0.2202981461668969
16,0.8262033407663694
17,-0.3281332495753304
18,0.17238367490790552
19,0.002740046038525179
20,0.43302640811452875
21,0.5900518344860757
22,0.14159216584812384
23,-0.6522462843058747
24,-0.020679281347838696
25,-0.13435817346908152
26,0.16166985742165707
27,0.9360518759276601
28,0.6567313264240511
29,0.33261427177785663
30,-0.0771128270716872
31,-0.1753453380370047
32,-0.3859687913572998
33,-0.49605182351660915
34,-0.5901200963635347
35,0.1515512633995968
36,0.35679077623353805
37,0.7962520593282534
38,0.5870463419341831
39,0.10483427833969472
40,0.1525226562662283
41,-0.24516345803567674
42,-0.6030172712708008
43,0.6069056475243997
44,0.6500910506074433
45,-0.04588890270679258
46,-0.6090763849424548
47,0.04731487256503897
48,0.43004817445762455
49,0.606725705874851
50,0.7421663034110679
51,-0.09405767837597523
52,0.17349598728469573
53,0.5913316471414873
54,0.6029655732418178
55,1.2572891495219665
56,0.808205633496982
57,0.27890213666978525
58,0.326059767161496
59,-0.024571041052695364
60,0.06837574471137486
61,0.1436821308961953
62,0.08461981630534865
63,0.2690413992240792
64,0.7130271224814351
65,0.7779389724746579
66,0.3933007738305605
67,0.5925726347559248
68,0.7841220441041514
69,-0.39248064896673895
70,0.07743223210854921
71,0.42819852574757533
72,0.02118407073430717
73,0.1386673139350023
74,-0.13164645972574363
75,-0.6096165323760943
76,0.7616929727955721
77,-0.33916224129643524
78,0.14267691637360258
79,-0.22467515467724297
80,-0.4255350565217668
81,0.42346443938004086
82,0.4617160757406964
83,-0.4656985184919904
84,0.21740006015170366
85,-0.6392933665119926
86,0.1748278980885516
87,1.329346290207468
88,-0.5217019779229304
89,-0.0017115826849476434
90,1.0337869084323756
91,-0.3407856151825399
92,0.023646803325391375
93,-0.17297579668957042
94,-0.7774801721679978
95,-0.8930105606632424
96,0.06463123330468079
97,0.4550375629187329
98,0.7778979174981941
99,-0.08334058967011515
100,0.9697874956473242
101,0.16168052172724856
102,0.14920851406350266
103,0.4803934601950459
104,-0.6244320320474799
105,-0.22138064971659333
106,-0.015473861581995152
